"FIPS","year","sex","race","var_type","cb_homeowner","cb_renter","noncb_homeowner","noncb_renter","homeownership","cost_burden","severe_housing_problems"
"40109",2006,"male","black","MOE",1069.415942315594,1435.7305181056786,1556.8564535121727,1406.0267382157072,1871.3530772895986,1693.3649895315689,1413.6904514143116
"40109",2006,"male","black","percent",15.650537950496796,19.771885472396967,36.49832441648539,28.07925216062085,52.06010095081582,35.422423422893765,24.298900582044798
"40109",2006,"male","black","population",17009,17009,17009,17009,17038,17009,17009
"40109",2006,"male","black","CI",6.287353414754507,8.441004868632362,9.153133361821228,8.266369205806969,10.983408130588089,9.955699862023451,8.311426018074616
"40109",2006,"male","hispanic","estimate",1980,1575,6054,5155,8034,3555,3763
"40109",2006,"male","hispanic","MOE",850.2495636223521,886.3892881079397,1384.4316970353757,1596.5624597271478,1547.379679315568,1105.7001829225678,1168.5679858014253
"40109",2006,"male","hispanic","percent",13.410999729070713,10.667840693578976,41.005147656461666,34.91601192088864,54.416147385532376,24.078840422649687,25.48767271742075
"40109",2006,"male","hispanic","population",14764,14764,14764,14764,14764,14764,14764
"40109",2006,"male","hispanic","CI",5.758937710798917,6.003720455892304,9.37707733023148,10.813888239820834,10.480761848520508,7.489164067478785,7.914982293426072
"40109",2006,"male","other","estimate",1575,1949,7556,2847,9131,3524,2095
"40109",2006,"male","other","MOE",969.3454750049127,923.7613173636902,1603.3890608727036,1346.4834468064396,1659.127583145356,1330.6846187827528,865.3072149791656
"40109",2006,"male","other","percent",11.30896819128312,13.994399368133841,54.25432612910175,20.442306311481296,65.56329432038487,25.303367559416962,15.042722768722625
"40109",2006,"male","other","population",13927,13927,13927,13927,13927,13927,13927
"40109",2006,"male","other","CI",6.960188662345894,6.632880859938897,11.51281008740363,9.668151409538591,11.913029246394458,9.554711127900859,6.213163028499789
"40109",2006,"male","total","estimate",22470,15057,96992,34880,119462,37527,19398
"40109",2006,"male","total","MOE",2973.912784803045,2452.810042489787,4493.998423602722,4480.1622263147465,4763.204731999638,3334.5244146454006,2900.9197445090585
"40109",2006,"male","total","percent",13.264541112993584,8.888482222445234,57.256536343189744,20.590440321371435,70.50900677573955,22.153023335438814,11.451071139735182
"40109",2006,"male","total","population",169399,169399,169399,169399,169428,169399,169399
"40109",2006,"male","total","CI",1.7555669070083324,1.4479483600787415,2.6529072920163177,2.644739476806089,2.8113444837923116,1.9684439782084906,1.71247749072253
"40109",2006,"male","white","estimate",16253,8170,77174,22102,93427,24423,9407
"40109",2006,"male","white","MOE",2441.8628732396605,1653.9730602344314,4105.363374279279,3542.1513264178525,4760.2696097175,2892.462912302853,2337.169259210274
"40109",2006,"male","white","percent",13.139152297108303,6.6047421563634305,62.388539923524036,17.86756562300423,75.52769222063233,19.743894453471732,7.604750240503157
"40109",2006,"male","white","population",123699,123699,123699,123699,123699,123699,123699
"40109",2006,"male","white","CI",1.9740360659663059,1.3370949322423231,3.3188331144789194,2.863524625435818,3.8482684659677933,2.338307433611309,1.8894002855401208
"40109",2006,"total","black","estimate",6162,13196,11109,9470,17271,19358,13192
"40109",2006,"total","black","MOE",1548.494474075949,2384.0051191951643,2226.417712910697,1990.973068461751,2408.5631110059685,2635.193885887716,2287.126417003715
"40109",2006,"total","black","percent",15.429301149310163,33.04204121491349,27.816310689335705,23.712346946440643,43.21423209728269,48.47134236422365,33.03202544006811
"40109",2006,"total","black","population",39937,39937,39937,39937,39966,39937,39937
"40109",2006,"total","black","CI",3.877343000415527,5.969414626023899,5.574824631070679,4.985284494232793,6.026530328293971,6.598377158744312,5.726835808908318
"40109",2006,"total","hispanic","estimate",3165,4857,8570,7010,11735,8022,6336
"40109",2006,"total","hispanic","MOE",1130.246568396693,1295.099316968587,1634.094844871313,1989.4440526218623,1809.6906604099495,1556.9059895406338,1440.8991550356673
"40109",2006,"total","hispanic","percent",13.409880518600117,20.578764511482078,36.3104821625286,29.700872807389207,49.72036268112872,33.988645030082196,26.845182611643082
"40109",2006,"total","hispanic","population",23602,23602,23602,23602,23602,23602,23602
"40109",2006,"total","hispanic","CI",4.788774546210885,5.487243949532187,6.923543957593903,8.429133347266598,7.667530973688456,6.5965002522694425,6.104987522394997
"40109",2006,"total","other","estimate",2635,6615,12103,5426,14827,9250,6166
"40109",2006,"total","other","MOE",1181.2931008840483,1820.2108602779376,1848.9066760372195,1816.4877771361414,2119.50774916695,2251.843858734437,1720.6562391897166
"40109",2006,"total","other","percent",9.839799843160685,24.702192016132045,45.195862429515664,20.262145711191607,55.18460622301623,34.54199185929273,23.02550505993502
"40109",2006,"total","other","population",26779,26779,26779,26779,26868,26779,26779
"40109",2006,"total","other","CI",4.4112666674784276,6.797157699234242,6.90431560565077,6.7832547038206865,7.888595165873716,8.408991593167919,6.4253939250521555
"40109",2006,"total","total","estimate",46657,47394,156381,62575,203127,94051,51569
"40109",2006,"total","total","MOE",4367.511710297696,4120.731140015386,5818.396218639742,5750.694819747654,5913.939783691684,6040.838155723095,4841.710101093027
"40109",2006,"total","total","percent",14.906056414073806,15.14151440702604,49.9608634950656,19.991565683834548,64.87089820359282,30.047570821099846,16.475350391524792
"40109",2006,"total","total","population",313007,313007,313007,313007,313125,313007,313007
"40109",2006,"total","total","CI",1.3953399477640103,1.3164980783226528,1.858870957722908,1.837241601544903,1.8886833640532323,1.9299370799129398,1.5468376429578339
"40109",2006,"total","white","estimate",34695,22726,124599,40669,159294,57421,25875
"40109",2006,"total","white","MOE",3701.476637505632,3158.8884929528617,5123.779300171042,4364.568051791037,5704.884914485677,5217.552331910529,3854.686839498768
"40109",2006,"total","white","percent",15.580024159253488,10.205263843297155,55.952022776158685,18.262689221290678,71.53204693541217,25.785288002550644,11.619343568833665
"40109",2006,"total","white","population",222689,222689,222689,222689,222689,222689,222689
"40109",2006,"total","white","CI",1.662173092297164,1.4185202201064542,2.300867712446974,1.9599387719155579,2.561817114669192,2.3429771259067707,1.7309731686337304
"40109",2007,"female","black","estimate",3107,9064,5159,6008,8266,12171,8282
"40109",2007,"female","black","MOE",1048.4745960352352,1900.7998489816725,1340.0533890222434,1712.9741310276695,1538.1806018560533,2285.9911050767455,2031.4280435715043
"40109",2007,"female","black","percent",13.313051675379208,38.837946696375006,22.105578884223156,25.743422744022627,35.29160618222184,52.15099837175422,35.48718827663039
"40109",2007,"female","black","population",23338,23338,23338,23338,23422,23338,23338
"40109",2007,"female","black","CI",4.4925640416283965,8.144656135837144,5.741937565439384,7.339849734457407,6.567247040628696,9.795145706901815,8.704379310872843
"40109",2007,"female","hispanic","estimate",1999,2692,2736,2722,4735,4691,2942
"40109",2007,"female","hispanic","MOE",1066.591094625185,1126.689249304683,1000.63674698289,1071.8338935260679,1330.727882036275,1396.5964746500688,969.1060657250063
"40109",2007,"female","hispanic","percent",19.696521824810326,26.524780766577987,26.958321016848952,26.820376391762736,46.654842841659274,46.221302591388316,28.98807764311755
"40109",2007,"female","hispanic","population",10149,10149,10149,10149,10149,10149,10149
"40109",2007,"female","hispanic","CI",10.509322047740516,11.101480434571712,9.859461493574639,10.560980328367995,13.111911341376246,13.760926935166703,9.548783778943799
"40109",2007,"female","other","estimate",2913,3330,3481,3595,6394,6243,3940
"40109",2007,"female","other","MOE",1237.7540126879007,1360.669135724681,1063.1994638818956,1175.133069439904,1691.5128344329078,1799.4963575834906,1511.8408275418747
"40109",2007,"female","other","percent",21.871011337187475,25.00187701779413,26.135595765447857,26.99151587957054,48.006607102635336,46.872888354981605,29.581800435468132
"40109",2007,"female","other","population",13319,13319,13319,13319,13319,13319,13319
"40109",2007,"female","other","CI",9.293145226277504,10.216000718707718,7.9825772496575995,8.822982727231054,12.699998756910489,13.510746734615891,11.351008540745362
"40109",2007,"female","total","estimate",23686,31639,61688,28392,85374,55325,33339
"40109",2007,"female","total","MOE",2810.023311551436,3326.7319434859796,5070.470880699222,3417.960380039352,5403.889134588972,3991.958786356956,4063.2216434473216
"40109",2007,"female","total","percent",16.289673670093876,21.759224235755305,42.424950998934015,19.52615109521681,58.680725003264854,38.048897905849174,22.928372476874937
"40109",2007,"female","total","population",145405,145405,145405,145405,145489,145405,145405
"40109",2007,"female","total","CI",1.9325493012973667,2.2879075296488978,3.4871365363634137,2.3506484509056444,3.7142939566489375,2.745406819818408,2.7944167280680317
"40109",2007,"female","white","estimate",15667,16553,50312,16067,65979,32220,18175
"40109",2007,"female","white","MOE",1983.7949778517939,2438.2556853771,4459.292536681407,2560.910539779016,4672.707905441983,2934.181224780816,2663.1640611404323
"40109",2007,"female","white","percent",15.889613484923782,16.78820272010872,51.02688668242072,16.29529711254678,66.9165001673445,32.67781620503251,18.43324983011998
"40109",2007,"female","white","population",98599,98599,98599,98599,98599,98599,98599
"40109",2007,"female","white","CI",2.011982857688003,2.472901028790454,4.522654932282688,2.597298694488804,4.739102734755913,2.975873208430934,2.7010051431966167
"40109",2007,"male","black","estimate",3067,3067,6691,3258,9758,6134,3461
"40109",2007,"male","black","MOE",1178.6008863902996,1296.3456394616562,1654.7913864279842,1274.1144647617027,1877.089995166388,1754.6051108864212,1262.9994622267263
"40109",2007,"male","black","percent",19.06982528135298,19.06982528135298,41.60293477585027,20.25741466144376,60.672760057203256,38.13965056270596,21.519616986880557
"40109",2007,"male","black","population",16083,16083,16083,16083,16083,16083,16083
"40109",2007,"male","black","CI",7.328240293417271,8.060347195558393,10.289071606217648,7.922119410319609,11.671267768242169,10.909687936867632,7.853009153931022
"40109",2007,"male","hispanic","estimate",2899,2602,5282,3978,8181,5501,4033
"40109",2007,"male","hispanic","MOE",925.6396874871184,1189.5518676759118,1347.412460883823,1135.618276764358,1597.0603881510713,1515.6011793996138,1345.0849756609246
"40109",2007,"male","hispanic","percent",19.639590813630512,17.62753201002642,35.783483503827654,26.949393672515416,55.423074317458166,37.26712282365693,27.321997154664317
"40109",2007,"male","hispanic","population",14761,14761,14761,14761,14761,14761,14761
"40109",2007,"male","hispanic","CI",6.270846741325915,8.058748510777805,9.128192269384344,7.693369532987996,10.81945930594859,10.267605036241541,9.112424467589761
"40109",2007,"male","other","estimate",3077,2427,6578,5163,9655,5504,1793
"40109",2007,"male","other","MOE",1308.7896955025853,1340.0445543754322,1351.2878007538773,1580.5437445785076,1821.798101266987,1823.334874380595,1034.8544514483667
"40109",2007,"male","other","percent",17.84285300086982,14.073644534647725,38.144389678167585,29.939112786314876,55.987242679037394,31.91649753551754,10.397216584517253
"40109",2007,"male","other","population",17245,17245,17245,17245,17245,17245,17245
"40109",2007,"male","other","CI",7.589386462757816,7.770626583794909,7.835823721390995,9.165229020461046,10.564210503142865,10.573121915805132,6.00089563031816
"40109",2007,"male","total","estimate",24868,17700,94346,34288,119214,42568,20758
"40109",2007,"male","total","MOE",3089.9513783092125,2868.6065198635647,4406.837733088915,3850.6059365897204,4629.847678093065,4595.317981820872,3222.435275532505
"40109",2007,"male","total","percent",14.525531243793882,10.338664267940795,55.1080010747538,20.027803413511524,69.63353231854768,24.86419551173468,12.124858354458476
"40109",2007,"male","total","population",171202,171202,171202,171202,171202,171202,171202
"40109",2007,"male","total","CI",1.8048570567570545,1.6755683460844877,2.5740573901525186,2.2491594353977873,2.7043186867519453,2.684149707258602,1.8822416067175063
"40109",2007,"male","white","estimate",15825,9604,75795,21889,91620,25429,11471
"40109",2007,"male","white","MOE",2273.57246626647,1905.0731434888532,3692.3610600838792,3554.731538101366,4099.265720183768,3092.838340815763,2210.0648770811003
"40109",2007,"male","white","percent",12.854044658159577,7.800963342620195,61.56539114472071,17.779600854499524,74.41943580288029,20.65500800077977,9.317456320616019
"40109",2007,"male","white","population",123113,123113,123113,123113,123113,123113,123113
"40109",2007,"male","white","CI",1.8467363042623202,1.5474183420831702,2.999164231302851,2.88737301349278,3.329677385965551,2.512194764822369,1.7951515088423644
"40109",2007,"total","black","estimate",6174,12131,11850,9266,18024,18305,11743
"40109",2007,"total","black","MOE",1518.8421830316179,2518.4559967587284,2310.6141325286767,2007.2108404767798,2497.1577348863048,2977.639918735768,2438.3116196650813
"40109",2007,"total","black","percent",15.661703153141726,30.772938281626544,30.060120240480963,23.505238324750767,45.62460448044551,46.43464143476827,29.78869130666396
"40109",2007,"total","black","population",39421,39421,39421,39421,39505,39421,39421
"40109",2007,"total","black","CI",3.852875835294939,6.388615196871536,5.861378789296762,5.091729891369524,6.3211181746267675,7.553435779751321,6.1853114321429725
"40109",2007,"total","hispanic","estimate",4898,5294,8018,6700,12916,10192,6975
"40109",2007,"total","hispanic","MOE",1442.9845860386035,1523.7701684243593,1700.802642959347,1419.6824621266546,2147.5481615280482,1887.8337071230612,1687.8324880001421
"40109",2007,"total","hispanic","percent",19.662786029706943,21.25250903251706,32.18787635487756,26.896828582898436,51.8506623845845,40.915295062224004,28.000802890405456
"40109",2007,"total","hispanic","population",24910,24910,24910,24910,24910,24910,24910
"40109",2007,"total","hispanic","CI",5.792792396782833,6.117102241767801,6.827790618062412,5.699247138204154,8.621229070766955,7.578617852762188,6.775722553192059
"40109",2007,"total","other","estimate",5990,5757,10059,8758,16049,11747,5733
"40109",2007,"total","other","MOE",1681.9918267678206,1887.3751060547029,1694.0095466208272,1654.6282196637105,2352.729728529448,2476.714125082112,1843.216150479916
"40109",2007,"total","other","percent",19.598220128255463,18.835885355319984,32.911268158617986,28.654626357806567,52.50948828687345,38.43410548357545,18.75736160188457
"40109",2007,"total","other","population",30564,30564,30564,30564,30564,30564,30564
"40109",2007,"total","other","CI",5.503179645229094,6.175157394499093,5.542499498170486,5.4136507645063165,7.697715379300642,8.103370386998142,6.030677105352428
"40109",2007,"total","total","estimate",48554,49339,156034,62680,204588,97893,54097
"40109",2007,"total","total","MOE",3971.8471347551254,4389.277935263812,5611.62681472717,4767.80460090163,5587.22243692114,5948.190402522119,4954.544911829946
"40109",2007,"total","total","percent",15.335731679969172,15.583673134201076,49.28318072563146,19.79741446019829,64.6017727058868,30.91940481417025,17.08648261093406
"40109",2007,"total","total","population",316607,316607,316607,316607,316691,316607,316607
"40109",2007,"total","total","CI",1.2545038911821675,1.3863489863660032,1.772426640828273,1.5059062499886704,1.7642504639920742,1.8787299088529688,1.5648879878934912
"40109",2007,"total","white","estimate",31492,26157,126107,37956,157599,57649,29646
"40109",2007,"total","white","MOE",2797.3143499587245,3260.252076863268,4773.356240502195,4016.325780347164,4863.901064209289,4106.358857405944,3551.4582339758695
"40109",2007,"total","white","percent",14.204012412499099,11.797737605542325,56.8787435952948,17.11950638666378,71.08275600779389,26.001750018041424,13.371400736090063
"40109",2007,"total","white","population",221712,221712,221712,221712,221712,221712,221712
"40109",2007,"total","white","CI",1.2616882938040002,1.470489678891205,2.1529534894377367,1.8115058185155353,2.1937924263049764,1.8521139394376236,1.6018340161903142
"40109",2008,"female","black","estimate",2879,8827,5548,5426,8427,11706,7680
"40109",2008,"female","black","MOE",1018.0878287652789,2243.2393099458313,1578.290404319259,1891.2436656083612,1824.4353419397328,2526.5876522141975,2084.1012945503035
"40109",2008,"female","black","percent",12.69400352733686,38.91975308641975,24.462081128747794,23.924162257495592,37.15608465608465,51.613756613756614,33.86243386243386
"40109",2008,"female","black","population",22680,22680,22680,22680,22680,22680,22680
"40109",2008,"female","black","CI",4.488923407254316,9.890825881595376,6.9589523999967335,8.338816867761734,8.044247539416812,11.140157196711629,9.189159147047194
"40109",2008,"female","hispanic","estimate",2286,2540,4229,1866,6515,4826,3916
"40109",2008,"female","hispanic","MOE",947.384406313641,1082.1227743912657,1288.085893151637,905.6511607525825,1672.4481281193746,1397.9048944706503,1484.3711073835277
"40109",2008,"female","hispanic","percent",20.93214907059793,23.25794341177548,38.72356011354272,17.086347404083877,57.67528328611898,44.19009248237341,35.85752220492629
"40109",2008,"female","hispanic","population",10921,10921,10921,10921,11296,10921,10921
"40109",2008,"female","hispanic","CI",8.674886972929594,9.908641831254151,11.794578272609074,8.292749388815883,14.805666856580865,12.800154697103292,13.591897329764011
"40109",2008,"female","other","estimate",2322,3953,4071,3461,6393,6275,3894
"40109",2008,"female","other","MOE",943.3674139260378,1288.5349682590108,899.751543466306,1139.4580865607782,1220.6575052087705,1597.0014226860446,1418.9357504437965
"40109",2008,"female","other","percent",16.817556312015643,28.6304048670964,29.485043818353006,25.06699500253495,46.30260013036865,45.44796117911204,28.203085391468097
"40109",2008,"female","other","population",13807,13807,13807,13807,13807,13807,13807
"40109",2008,"female","other","CI",6.8325299770119345,9.332476050257196,6.516633182199652,8.252756475416659,8.840859746568919,11.566606957963675,10.276930183557589
"40109",2008,"female","total","estimate",26976,29852,63629,31187,90605,56828,32297
"40109",2008,"female","total","MOE",3249.4234258634256,3493.605672744851,4411.075306304858,3990.6788662306567,5213.0114886359115,4077.0507137752165,2980.7392056428303
"40109",2008,"female","total","percent",17.789032207011157,19.68557938329245,41.95945767719132,20.565930732505077,59.60110249376722,37.47461159030361,21.297908258816705
"40109",2008,"female","total","population",151644,151644,151644,151644,152019,151644,151644
"40109",2008,"female","total","CI",2.142797226308608,2.303820574994626,2.9088360280029923,2.6316101304572923,3.429184173449313,2.688567113618222,1.9656163156094735
"40109",2008,"female","white","estimate",19489,14532,49781,20434,69270,34021,16807
"40109",2008,"female","white","MOE",2904.341372031489,2418.9683049946625,3514.192251152817,3208.897709422583,4304.293260210816,3262.102815104469,2310.6344807887726
"40109",2008,"female","white","percent",18.69699527994167,13.941440577151848,47.75797229364135,19.60359184926513,66.45496757358302,32.63843585709352,16.123987873671283
"40109",2008,"female","white","population",104236,104236,104236,104236,104236,104236,104236
"40109",2008,"female","white","CI",2.7863131471195066,2.320664938212002,3.3713805701991797,3.0784927562671083,4.129373019120856,3.12953568354932,2.2167336436440124
"40109",2008,"male","black","estimate",2152,3939,6021,4797,8173,6091,2931
"40109",2008,"male","black","MOE",985.3141487775613,1311.9588157731935,1633.528857794912,1717.280020796696,1653.05296169542,1515.4457929422122,1164.1414656061993
"40109",2008,"male","black","percent",12.726950144893252,23.295286533798567,35.60825595836537,28.369507362942812,48.33520610325862,36.02223667869182,17.33396416109764
"40109",2008,"male","black","population",16909,16909,16909,16909,16909,16909,16909
"40109",2008,"male","black","CI",5.827158015125444,7.758937937034677,9.660706474628375,10.156011714452044,9.776172226006388,8.962362013970147,6.884744607050679
"40109",2008,"male","hispanic","estimate",2315,2886,5880,5403,8195,5201,2888
"40109",2008,"male","hispanic","MOE",982.3460839369443,1142.572286196808,1774.3616183764514,1791.9795627032831,1743.6035087689088,1431.9043740256366,1080.5236062229276
"40109",2008,"male","hispanic","percent",14.043921378306237,17.50788643533123,35.670953652026206,32.77723853433633,49.71487503033244,31.551807813637467,17.520019412763894
"40109",2008,"male","hispanic","population",16484,16484,16484,16484,16484,16484,16484
"40109",2008,"male","hispanic","CI",5.959391433735406,6.931401881805435,10.764144736571533,10.871023797035205,10.577551011701704,8.686631727891509,6.554984264880657
"40109",2008,"male","other","estimate",1532,2351,7323,2231,8855,3883,2244
"40109",2008,"male","other","MOE",627.9941279223875,1159.89753716546,1873.8894592111085,1089.009816851414,1962.4616968440428,1233.3057700242061,1084.772047755887
"40109",2008,"male","other","percent",11.401354469003499,17.496464984743618,54.49877204733199,16.603408498920892,65.5925925925926,28.897819453747115,16.70015628488502
"40109",2008,"male","other","population",13437,13437,13437,13437,13500,13437,13437
"40109",2008,"male","other","CI",4.6736185749973025,8.63211682046186,13.945742793861044,8.10456066719814,14.536753309955872,9.17843097435593,8.073022607396643
"40109",2008,"male","total","estimate",20017,20639,94589,33951,114606,40656,19268
"40109",2008,"male","total","MOE",2670.3854050642203,3139.8972349849687,5473.847074936306,4313.556815637763,5844.674779508374,3920.4816890378725,2810.4840164613997
"40109",2008,"male","total","percent",11.830657935175774,12.198278919123382,55.904985933473604,20.066077212227242,67.71043194158065,24.028936854299157,11.387976075084518
"40109",2008,"male","total","population",169196,169196,169196,169196,169259,169196,169196
"40109",2008,"male","total","CI",1.5782792767348046,1.8557750981021823,3.235210687567263,2.5494437313162033,3.453095421518722,2.3171243345220174,1.6610818319944913
"40109",2008,"male","white","estimate",14018,11463,75365,21520,89383,25481,11205
"40109",2008,"male","white","MOE",2510.45486704601,2512.0670797938,4512.596669610525,2939.928564277966,4833.1661269029955,3299.5966488850954,2231.7833582275075
"40109",2008,"male","white","percent",11.455796544791854,9.367798244610432,61.589820701828934,17.586584508768777,73.0456172466208,20.823594789402286,9.156955363417943
"40109",2008,"male","white","population",122366,122366,122366,122366,122366,122366,122366
"40109",2008,"male","white","CI",2.051595105704207,2.052912638963274,3.687786370078719,2.402569802296362,3.9497622925510316,2.696497923348884,1.8238590443648623
"40109",2008,"total","black","estimate",5031,12766,11569,10223,16600,17797,10611
"40109",2008,"total","black","MOE",1324.8927935756728,2576.518895674695,1855.3839708170922,2282.9953091352927,2136.752390819711,2968.7853286664226,2403.809574707926
"40109",2008,"total","black","percent",12.708075475510874,32.246331051554726,29.22276389906287,25.82282957387153,41.93083937457375,44.9544065270656,26.80289979539771
"40109",2008,"total","black","population",39589,39589,39589,39589,39589,39589,39589
"40109",2008,"total","black","CI",3.346618488912761,6.508168672294564,4.686614895089778,5.766741542184175,5.3973386314878145,7.499015708066439,6.0719128412132815
"40109",2008,"total","hispanic","estimate",4601,5426,10109,7269,14710,10027,6804
"40109",2008,"total","hispanic","MOE",1304.432101701733,1510.8479641566355,2151.6517938490306,1986.5077144460704,2316.127082241225,1851.8813900736868,1666.046871914173
"40109",2008,"total","hispanic","percent",16.78890713373472,19.79930669585842,36.887429301222404,26.524356869184455,52.95176385889129,36.588213829593144,24.82758620689655
"40109",2008,"total","hispanic","population",27405,27405,27405,27405,27780,27405,27405
"40109",2008,"total","hispanic","CI",4.759832518524842,5.513037636039538,7.851311052176722,7.248705398453094,8.337390504828022,6.757458091858007,6.079353665076347
"40109",2008,"total","other","estimate",3854,6304,11394,5692,15248,10158,6138
"40109",2008,"total","other","MOE",1251.8850975838398,1591.7242624269916,2117.2867146757667,1607.132756329576,2293.301927916383,2057.4190981497304,1868.9645619018568
"40109",2008,"total","other","percent",14.146234033181617,23.1390397885773,41.822052562032006,20.892673616209073,55.83916211960304,37.28527382175892,22.529731316987224
"40109",2008,"total","other","population",27244,27244,27244,27244,27307,27244,27244
"40109",2008,"total","other","CI",4.595085514549405,5.842476370676081,7.771570674922063,5.899033755430833,8.39821997259451,7.551824615143629,6.860096028123097
"40109",2008,"total","total","estimate",46993,50491,158218,65138,205211,97484,51565
"40109",2008,"total","total","MOE",4282.539935562773,4591.12411003136,5827.300007382814,5732.530190482864,6265.604619039271,5376.442627125882,3844.5553457904925
"40109",2008,"total","total","percent",14.646864480738062,15.737127540206957,49.31367659892781,20.302331380127168,63.87334333505562,30.383992020945023,16.071873831193116
"40109",2008,"total","total","population",320840,320840,320840,320840,321278,320840,320840
"40109",2008,"total","total","CI",1.3347899063591737,1.4309699881658646,1.8162635604609196,1.7867255300096196,1.9502127811550343,1.675739504776799,1.1982780656372312
"40109",2008,"total","white","estimate",33507,25995,125146,41954,158653,59502,28012
"40109",2008,"total","white","MOE",3884.452177708107,3356.9028154822267,5203.034520370301,4139.217239283293,6091.737371748618,4157.173963886556,3273.437224627769
"40109",2008,"total","white","percent",14.786718563825563,11.471655148674769,55.227226591115695,18.51439969638397,70.01394515494125,26.258373712500333,12.36176203210916
"40109",2008,"total","white","population",226602,226602,226602,226602,226602,226602,226602
"40109",2008,"total","white","CI",1.7142179582298949,1.4814091735652055,2.2961114731424703,1.826646384093385,2.6882981490669184,1.8345707292462359,1.4445756103775647
"40109",2009,"female","black","estimate",3593,8885,4809,6335,8402,12478,8183
"40109",2009,"female","black","MOE",1316.3165730168218,1901.1226995722159,1158.4618621139412,1692.8162616495035,1620.7278079265038,1895.3204289037778,1773.461980500287
"40109",2009,"female","black","percent",15.210397087460843,37.61324189315045,20.358140716281433,26.81822030310727,35.568537803742274,52.8236389806113,34.64143594953857
"40109",2009,"female","black","population",23622,23622,23622,23622,23622,23622,23622
"40109",2009,"female","black","CI",5.572417970607154,8.048102191060096,4.9041650246124,7.166269840189245,6.861094775745085,8.023539196104384,7.50767073279268
"40109",2009,"female","hispanic","estimate",833,2441,2794,2187,3627,3274,3593
"40109",2009,"female","hispanic","MOE",493.4298083415716,1091.473057349562,1087.1531701058734,856.6435228079122,1164.0648714295307,1188.7360054549538,1400.6405122706362
"40109",2009,"female","hispanic","percent",10.090854027861901,29.569957601453666,33.84615384615385,26.49303452453059,43.93700787401575,39.66081162931557,43.525136281041796
"40109",2009,"female","hispanic","population",8255,8255,8255,8255,8255,8255,8255
"40109",2009,"female","hispanic","CI",5.977344740661073,13.221963141726977,13.169632587593863,10.377268598521045,14.101330968255976,14.400193888006708,16.967177616845987
"40109",2009,"female","other","estimate",1466,5260,4700,2545,6166,6726,3218
"40109",2009,"female","other","MOE",788.3143968993272,1689.1556162854713,1392.741899697769,1025.8034553326968,1561.671373549826,1732.7011531558178,1144.6219231235266
"40109",2009,"female","other","percent",10.493164411996277,37.64941664877245,33.64111373559516,18.216305203636104,44.13427814759144,48.142581060768734,23.033426383222388
"40109",2009,"female","other","population",13971,13971,13971,13971,13971,13971,13971
"40109",2009,"female","other","CI",5.6425051671271005,12.090441745655081,9.9688060961833,7.342376747066758,11.17794985004528,12.402126928321652,8.192841765968984
"40109",2009,"female","total","estimate",21272,33509,60005,29007,81277,54781,33627
"40109",2009,"female","total","MOE",2938.1394687965376,3572.6510340675245,4509.474942726564,3183.418454920159,5340.928699805049,4090.7962233566154,3998.729446499694
"40109",2009,"female","total","percent",14.793487861022442,23.303637868324607,41.730125944934734,20.17274832571822,56.523613805957176,38.09712572934705,23.385700277482215
"40109",2009,"female","total","population",143793,143793,143793,143793,143793,143793,143793
"40109",2009,"female","total","CI",2.04331189195339,2.4845792452118842,3.136087947762801,2.213889726843559,3.7143175952967455,2.844920283571951,2.780892982620638
"40109",2009,"female","white","estimate",15380,16923,47702,17940,63082,32303,18633
"40109",2009,"female","white","MOE",2387.6337185611196,2412.382853202669,4032.417778786538,2579.7184550033753,4449.380129565381,3418.260819845927,2809.6429528171366
"40109",2009,"female","white","percent",15.702690285364234,17.278064219715148,48.702843432538664,18.316402062381947,64.40553371790291,32.98075450507938,19.023942008269948
"40109",2009,"female","white","population",97945,97945,97945,97945,97945,97945,97945
"40109",2009,"female","white","CI",2.4377290505499203,2.4629974508169576,4.117022593074212,2.6338439481376033,4.5427332988568905,3.4899799069334083,2.8685925292941312
"40109",2009,"male","black","estimate",2050,4154,6267,5880,8317,6204,4485
"40109",2009,"male","black","MOE",992.80547232892,1803.631704759525,1446.6826685805183,1791.7158463090627,1549.69285274373,1800.2676628511385,1762.8711786652905
"40109",2009,"male","black","percent",11.171053348591357,22.636368590267562,34.15072748079124,32.041850580349845,45.3217808293826,33.807421938858916,24.440085008991336
"40109",2009,"male","black","population",18351,18351,18351,18351,18351,18351,18351
"40109",2009,"male","black","CI",5.410089217638929,9.828519997599724,7.88339964350999,9.763586977870757,8.444732454600459,9.810188343148267,9.606403894421506
"40109",2009,"male","hispanic","estimate",1922,2801,6013,6457,7935,4723,5169
"40109",2009,"male","hispanic","MOE",1062.8693675212396,1026.6336800022684,1605.2360607018209,1315.5267203647936,1765.745635921267,1363.2553785323937,1365.0053983803507
"40109",2009,"male","hispanic","percent",11.178968184726342,16.291513988251033,34.97353574129006,37.555982085732566,46.1525039260164,27.470482172977373,30.064561158611063
"40109",2009,"male","hispanic","population",17193,17193,17193,17193,17193,17193,17193
"40109",2009,"male","hispanic","CI",6.18198899273681,5.971230617124809,9.336567560645733,7.651525157708333,10.270142708784197,7.9291303352084785,7.939309011692844
"40109",2009,"male","other","estimate",2592,3663,6119,3330,8711,6255,2224
